TPC codegen census, configuration: tpcds-nopadding
commit:      a821cc2e8d1
java:        25.0.4.1
settings:    spark.sql.readSideCharPadding=false, statistics injected=false, spark.sql.codegen.hugeMethodLimit=65535, spark.sql.adaptive.enabled=false
under AQE:   the same walk with spark.sql.adaptive.enabled=true finds 0 stages in these queries
bands:       ok <= 8000 bytes < interpreted <= 65535 bytes < fallback

summary
  tpcds-v1.4      103 queries  1064 stages  ok 1064
  tpcds-v2.7       32 queries   498 stages  ok 498
  tpcds-mod        21 queries   132 stages  interpreted 1, ok 131; past 8000: q3

set	query	stage	bytes	constant pool	band	operators
tpcds-v1.4	q25	1	419	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q25	2	394	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q25	6	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q25	7	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q26	6	852	278	ok	HashAggregate
tpcds-v1.4	q26	5	400	310	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q26	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q26	1	524	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q26	3	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q26	4	465	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q27	6	944	288	ok	HashAggregate
tpcds-v1.4	q27	5	458	314	ok	HashAggregate < Expand < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q27	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q27	1	524	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q27	3	328	154	ok	Filter < ColumnarToRow
tpcds-v1.4	q27	4	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q28	18	972	246	ok	BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < HashAggregate
tpcds-v1.4	q28	2	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	1	908	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	5	292	206	ok	HashAggregate
tpcds-v1.4	q28	4	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	3	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	8	292	206	ok	HashAggregate
tpcds-v1.4	q28	7	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	6	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	11	292	206	ok	HashAggregate
tpcds-v1.4	q28	10	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	9	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	14	292	206	ok	HashAggregate
tpcds-v1.4	q28	13	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	12	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	17	292	206	ok	HashAggregate
tpcds-v1.4	q28	16	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	15	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q29	9	316	247	ok	HashAggregate
tpcds-v1.4	q29	8	405	290	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q29	1	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q29	1	455	151	ok	Filter < ColumnarToRow
tpcds-v1.4	q29	1	420	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q29	2	388	151	ok	Filter < ColumnarToRow
tpcds-v1.4	q29	1	349	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q29	6	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q29	7	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q30	14	186	259	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < HashAggregate
tpcds-v1.4	q30	3	330	292	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q30	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q30	2	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q30	11	398	345	ok	Filter < HashAggregate < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q30	6	275	276	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q30	5	281	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q30	10	188	248	ok	HashAggregate
tpcds-v1.4	q30	9	275	292	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q30	12	902	153	ok	Filter < ColumnarToRow
tpcds-v1.4	q30	13	316	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q31	25	120	124	ok	Sort
tpcds-v1.4	q31	24	217	252	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q31	3	275	292	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	1	398	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q31	2	281	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q31	7	217	248	ok	HashAggregate
tpcds-v1.4	q31	6	275	292	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	1	398	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q31	11	217	248	ok	HashAggregate
tpcds-v1.4	q31	10	275	292	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	1	398	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q31	15	217	248	ok	HashAggregate
tpcds-v1.4	q31	14	275	292	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	19	217	248	ok	HashAggregate
tpcds-v1.4	q31	18	275	292	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	23	217	248	ok	HashAggregate
tpcds-v1.4	q31	22	275	292	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q32	7	155	154	ok	HashAggregate
tpcds-v1.4	q32	6	237	192	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q32	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q32	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q32	4	379	266	ok	Filter < HashAggregate
tpcds-v1.4	q32	3	275	295	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q33	19	204	244	ok	HashAggregate
tpcds-v1.4	q33	6	174	238	ok	HashAggregate
tpcds-v1.4	q33	5	330	283	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q33	1	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q33	2	298	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q33	4	215	133	ok	BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q33	3	308	155	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q33	12	174	238	ok	HashAggregate
tpcds-v1.4	q33	11	330	283	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q33	18	174	238	ok	HashAggregate
tpcds-v1.4	q33	17	330	283	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q34	7	120	124	ok	Sort
tpcds-v1.4	q34	6	170	235	ok	Project < BroadcastHashJoin < Filter < HashAggregate
tpcds-v1.4	q34	4	385	282	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q34	1	642	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q34	2	296	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q34	3	704	173	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q34	5	419	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q35	10	941	306	ok	HashAggregate
tpcds-v1.4	q35	9	768	321	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < BroadcastHashJoin < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q35	2	142	136	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q35	1	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q35	4	142	136	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q35	6	142	136	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q35	7	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q35	8	468	153	ok	Filter < ColumnarToRow
tpcds-v1.4	q36	7	237	128	ok	Project
tpcds-v1.4	q36	6	120	124	ok	Sort
tpcds-v1.4	q36	5	820	282	ok	HashAggregate
tpcds-v1.4	q36	4	330	294	ok	HashAggregate < Expand < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q36	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q36	2	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q36	3	316	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q37	5	244	254	ok	HashAggregate
tpcds-v1.4	q37	4	247	287	ok	HashAggregate < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q37	3	479	145	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q37	1	398	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q37	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q38	13	108	140	ok	HashAggregate
tpcds-v1.4	q38	12	251	291	ok	HashAggregate < Project < BroadcastHashJoin < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q38	3	275	280	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q38	1	399	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q38	2	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q38	7	244	252	ok	HashAggregate
tpcds-v1.4	q38	6	275	280	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q38	11	244	252	ok	HashAggregate
tpcds-v1.4	q38	10	275	280	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q39a	11	120	124	ok	Sort
tpcds-v1.4	q39a	10	814	288	ok	BroadcastHashJoin < Project < Filter < HashAggregate
tpcds-v1.4	q39a	4	330	312	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q39a	1	386	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q39a	1	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q39a	2	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q39a	9	876	277	ok	Project < Filter < HashAggregate
tpcds-v1.4	q39a	8	330	312	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q39a	1	386	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q39b	11	120	124	ok	Sort
tpcds-v1.4	q39b	10	814	290	ok	BroadcastHashJoin < Project < Filter < HashAggregate
tpcds-v1.4	q39b	4	330	312	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q39b	1	386	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q39b	1	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q39b	2	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q39b	9	876	277	ok	Project < Filter < HashAggregate
tpcds-v1.4	q39b	8	330	312	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q39b	1	386	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q40	9	365	242	ok	HashAggregate
tpcds-v1.4	q40	8	481	290	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q40	2	120	124	ok	Sort
tpcds-v1.4	q40	1	443	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q40	1	353	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q40	4	120	124	ok	Sort
tpcds-v1.4	q40	3	345	157	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q40	5	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q40	6	422	160	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q41	5	244	244	ok	HashAggregate
tpcds-v1.4	q41	4	347	270	ok	HashAggregate < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q41	3	301	288	ok	Project < Filter < HashAggregate < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q41	1	246	279	ok	HashAggregate < Filter < ColumnarToRow
tpcds-v1.4	q41	2	3630	225	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q42	4	238	248	ok	HashAggregate
tpcds-v1.4	q42	3	401	283	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q42	1	327	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q42	2	400	153	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q43	4	704	279	ok	HashAggregate
tpcds-v1.4	q43	3	396	291	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q43	1	327	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q43	2	405	160	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q44	13	274	173	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q44	5	120	124	ok	Sort
tpcds-v1.4	q44	4	176	105	ok	Project < Filter
tpcds-v1.4	q44	3	120	124	ok	Sort
tpcds-v1.4	q44	2	418	330	ok	Sort < Filter < HashAggregate
tpcds-v1.4	q44	2	281	261	ok	HashAggregate
tpcds-v1.4	q44	1	356	344	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q44	1	349	344	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q44	10	120	124	ok	Sort
tpcds-v1.4	q44	9	176	105	ok	Project < Filter
tpcds-v1.4	q44	8	120	124	ok	Sort
tpcds-v1.4	q44	7	418	330	ok	Sort < Filter < HashAggregate
tpcds-v1.4	q44	11	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q45	7	201	240	ok	HashAggregate
tpcds-v1.4	q45	6	295	286	ok	HashAggregate < Project < Filter < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q45	1	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q45	1	281	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q45	2	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q45	4	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q45	5	425	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q46	8	281	259	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q46	5	440	294	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q46	1	467	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q46	2	353	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q46	3	396	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q46	4	281	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q46	6	388	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q47	22	527	154	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter
tpcds-v1.4	q47	7	493	130	ok	Filter
tpcds-v1.4	q47	6	120	124	ok	Sort
tpcds-v1.4	q47	5	409	248	ok	HashAggregate
tpcds-v1.4	q47	4	370	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q47	1	394	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q47	1	656	142	ok	Filter < ColumnarToRow
tpcds-v1.4	q47	3	348	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q47	14	298	121	ok	Project
tpcds-v1.4	q47	13	120	124	ok	Sort
tpcds-v1.4	q47	12	350	248	ok	HashAggregate
tpcds-v1.4	q47	21	298	121	ok	Project
tpcds-v1.4	q47	20	120	124	ok	Sort
tpcds-v1.4	q48	6	117	147	ok	HashAggregate
tpcds-v1.4	q48	5	1318	196	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q48	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q48	1	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q48	2	807	158	ok	Filter < ColumnarToRow
tpcds-v1.4	q48	3	838	158	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q49	22	251	265	ok	HashAggregate
tpcds-v1.4	q49	7	285	126	ok	Project < Filter
tpcds-v1.4	q49	6	120	124	ok	Sort
tpcds-v1.4	q49	5	120	124	ok	Sort
tpcds-v1.4	q49	4	701	301	ok	HashAggregate
tpcds-v1.4	q49	3	378	259	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q49	1	633	166	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q49	1	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q49	14	285	126	ok	Project < Filter
tpcds-v1.4	q49	13	120	124	ok	Sort
tpcds-v1.4	q49	12	120	124	ok	Sort
tpcds-v1.4	q49	11	701	301	ok	HashAggregate
tpcds-v1.4	q49	10	378	259	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q49	8	633	166	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q49	21	285	126	ok	Project < Filter
tpcds-v1.4	q49	20	120	124	ok	Sort
tpcds-v1.4	q49	19	120	124	ok	Sort
tpcds-v1.4	q49	18	701	301	ok	HashAggregate
tpcds-v1.4	q49	17	378	259	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q49	15	633	166	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q50	6	626	266	ok	HashAggregate
tpcds-v1.4	q50	5	733	298	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q50	1	406	151	ok	Filter < ColumnarToRow
tpcds-v1.4	q50	1	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q50	2	728	153	ok	Filter < ColumnarToRow
tpcds-v1.4	q50	3	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q51	15	415	126	ok	Filter
tpcds-v1.4	q51	14	120	124	ok	Sort
tpcds-v1.4	q51	13	818	201	ok	Project < SortMergeJoin
tpcds-v1.4	q51	6	120	124	ok	Sort
tpcds-v1.4	q51	5	192	112	ok	Project
tpcds-v1.4	q51	4	120	124	ok	Sort
tpcds-v1.4	q51	3	214	238	ok	HashAggregate
tpcds-v1.4	q51	2	275	283	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q51	1	399	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q51	12	120	124	ok	Sort
tpcds-v1.4	q51	11	192	112	ok	Project
tpcds-v1.4	q51	10	120	124	ok	Sort
tpcds-v1.4	q51	9	214	238	ok	HashAggregate
tpcds-v1.4	q51	8	275	283	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q52	4	238	248	ok	HashAggregate
tpcds-v1.4	q52	3	401	283	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q52	1	327	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q52	2	400	153	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q53	7	483	155	ok	Project < Filter
tpcds-v1.4	q53	6	120	124	ok	Sort
tpcds-v1.4	q53	5	245	238	ok	HashAggregate
tpcds-v1.4	q53	4	1441	314	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q53	1	394	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q53	1	470	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q53	3	214	135	ok	Filter < ColumnarToRow
